age,salary,experience,purchased
-1.2845874888467699,-1.1641400589039486,-1.0677966101694913,0
-0.6422937444233849,-0.6623555507556949,-0.7288135593220338,1
0.0,-0.16057104260744118,-0.05084745762711861,1
0.6422937444233849,0.8429979736890661,0.4576271186440678,1
-0.899211242192739,-0.9132478048298216,-0.8983050847457626,0
1.2845874888467699,1.3447824818373197,1.3050847457627117,1
-0.385376246654031,-0.411463296681568,-0.38983050847457623,1
0.385376246654031,0.3412134655408125,0.11864406779661019,1
-1.0276699910774159,-1.0637831572742977,-0.8983050847457626,0
1.9268812332701548,1.8465669899855734,2.1525423728813555,1
